Temperature (C),Humidity (%),Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Mag X,Mag Y,Mag Z,Distance (cm),Cluster,Cluster Name
24.7,60.5,-11.49609375,-1333.546875,-7614.24609375,-29.08536585365854,28.292682926829272,-14.939024390243905,-10.65,-14.7,-39.6,2.32,2,"Moderate Temp, Moderate Vibration"
24.8,60.7,-65.14453125,-1276.06640625,-7552.933593750001,-18.04878048780488,7.987804878048781,-18.84146341463415,-11.1,-13.95,-38.55,2.33,2,"Moderate Temp, Moderate Vibration"
24.8,61.2,-38.3203125,-1299.05859375,-7629.574218750001,-21.09756097560976,5.975609756097562,-16.03658536585366,-9.9,-14.55,-39.75,2.32,2,"Moderate Temp, Moderate Vibration"
24.8,61.7,-42.15234375000001,-1306.72265625,-7744.535156250001,-15.000000000000002,20.30487804878049,-7.378048780487806,-10.5,-13.5,-41.25,2.32,2,"Moderate Temp, Moderate Vibration"
24.8,62.2,-103.46484375,-1283.7304687500002,-7721.542968750001,11.28048780487805,-10.792682926829269,-9.939024390243905,-9.0,-15.45,-40.65,2.32,2,"Moderate Temp, Moderate Vibration"
24.8,62.4,-99.6328125,-1299.05859375,-7618.078125000001,0.0609756097560975,-23.71951219512196,-9.085365853658535,-9.3,-16.95,-41.1,2.33,2,"Moderate Temp, Moderate Vibration"
24.8,62.6,-80.47265625000001,-1398.69140625,-7687.0546875,-12.378048780487806,-4.2682926829268295,-40.73170731707317,-10.2,-16.8,-40.2,2.33,2,"Moderate Temp, Moderate Vibration"
24.8,62.7,-61.3125,-1287.5625000000002,-7694.71875,8.841463414634147,2.926829268292684,-11.52439024390244,-9.6,-16.5,-42.75,2.31,2,"Moderate Temp, Moderate Vibration"
24.8,62.9,15.328125,-1348.8750000000002,-7583.589843750001,-11.03658536585366,5.121951219512195,-15.182926829268292,-9.3,-15.9,-41.1,2.32,2,"Moderate Temp, Moderate Vibration"
24.8,63.1,-122.625,-1417.8515625,-7656.3984375,-0.3658536585365854,10.48780487804878,-9.329268292682928,-9.15,-16.349999999999998,-41.25,2.33,2,"Moderate Temp, Moderate Vibration"
24.9,63.3,-114.9609375,-1352.70703125,-7790.51953125,-19.634146341463417,4.878048780487806,-1.5853658536585369,-9.15,-13.5,-40.5,2.31,2,"Moderate Temp, Moderate Vibration"
24.9,63.5,15.328125,-1333.546875,-7664.0625,16.82926829268293,-1.5853658536585369,16.52439024390244,-8.7,-16.05,-40.8,2.33,2,"Moderate Temp, Moderate Vibration"
24.9,63.2,-49.81640625,-1283.7304687500002,-7679.390625000001,-6.341463414634147,-3.048780487804878,19.02439024390244,-9.15,-17.099999999999998,-41.25,2.32,2,"Moderate Temp, Moderate Vibration"
24.9,62.6,-65.14453125,-1230.08203125,-7671.726562500001,-4.75609756097561,-3.048780487804878,-31.03658536585366,-9.6,-15.9,-40.35,2.32,2,"Moderate Temp, Moderate Vibration"
24.9,61.8,-61.3125,-1302.890625,-7644.90234375,-5.243902439024391,-17.98780487804878,11.158536585365855,-9.3,-14.4,-41.7,2.32,2,"Moderate Temp, Moderate Vibration"
24.9,62.0,-53.6484375,-1348.8750000000002,-7679.390625000001,28.71951219512196,-4.085365853658537,14.817073170731708,-9.45,-16.8,-40.8,2.32,2,"Moderate Temp, Moderate Vibration"
24.9,61.9,-34.48828125,-1356.5390625,-7587.421875,1.5853658536585369,2.987804878048781,-15.609756097560975,-9.0,-15.9,-38.55,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,61.5,-19.16015625,-1417.8515625,-7572.093750000001,16.03658536585366,-14.634146341463415,-3.658536585365854,-9.0,-15.45,-38.55,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,61.0,-80.47265625000001,-1360.37109375,-7598.91796875,-17.195121951219512,6.7682926829268295,-21.34146341463415,-10.05,-15.9,-38.25,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,60.7,-49.81640625,-1375.69921875,-7771.359375,0.2439024390243902,34.69512195121951,-35.670731707317074,-9.15,-14.85,-39.75,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,60.4,-65.14453125,-1341.2109375,-7641.0703125,7.926829268292684,4.75609756097561,-12.74390243902439,-9.15,-16.05,-39.45,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,60.3,-49.81640625,-1337.37890625,-7710.046875,-6.52439024390244,-12.80487804878049,-24.81707317073171,-9.3,-15.15,-39.0,2.31,2,"Moderate Temp, Moderate Vibration"
25.0,60.3,-72.80859375,-1360.37109375,-7794.3515625,0.9146341463414634,-9.451219512195122,14.329268292682928,-10.05,-14.4,-38.55,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,60.4,-80.47265625000001,-1360.37109375,-7660.230468750001,-15.182926829268292,23.353658536585368,-36.28048780487805,-10.05,-14.4,-37.95,2.32,2,"Moderate Temp, Moderate Vibration"
25.0,60.3,-107.296875,-1371.8671875,-7679.390625000001,-8.719512195121952,17.5,-32.7439024390244,-9.6,-13.95,-37.95,2.31,2,"Moderate Temp, Moderate Vibration"
25.0,60.1,-65.14453125,-1283.7304687500002,-7710.046875,11.219512195121952,3.048780487804878,-0.9756097560975612,-9.3,-13.65,-37.5,2.33,2,"Moderate Temp, Moderate Vibration"
25.1,60.0,-26.82421875,-1295.2265625,-7660.230468750001,12.74390243902439,-17.31707317073171,18.84146341463415,-9.15,-13.5,-37.8,2.32,2,"Moderate Temp, Moderate Vibration"
25.1,60.1,-22.9921875,-1352.70703125,-7798.183593750001,9.939024390243905,-0.4878048780487805,15.609756097560975,-9.3,-13.95,-37.5,2.33,2,"Moderate Temp, Moderate Vibration"
25.1,60.2,-65.14453125,-1352.70703125,-7526.109375,-11.646341463414634,9.085365853658535,-8.963414634146343,-8.4,-14.85,-39.15,2.32,2,"Moderate Temp, Moderate Vibration"
25.1,60.6,-187.76953125,-1260.73828125,-7648.734375000001,-5.609756097560976,-8.536585365853659,-2.1341463414634148,-15.0,-13.2,-35.1,2.32,2,"Moderate Temp, Moderate Vibration"
25.1,61.3,-68.9765625,-1306.72265625,-7752.19921875,2.682926829268293,-13.658536585365855,-33.78048780487805,-15.6,-10.05,-39.0,2.33,2,"Moderate Temp, Moderate Vibration"
25.1,61.6,-42.15234375000001,-1276.06640625,-7687.0546875,23.53658536585366,-11.52439024390244,12.682926829268292,-10.2,-6.45,-38.85,2.32,4,"Low Temp, High Humidity"
25.1,62.0,-11.49609375,-1433.1796875,-7648.734375000001,-1.6463414634146345,5.975609756097562,-2.987804878048781,-9.9,-6.9,-39.15,2.32,4,"Low Temp, High Humidity"
25.1,62.2,-80.47265625000001,-1356.5390625,-7763.695312500001,10.365853658536588,9.695121951219512,10.853658536585368,-11.4,-6.75,-40.65,2.32,4,"Low Temp, High Humidity"
25.1,62.7,-134.12109375,-1268.40234375,-7667.894531250001,-13.902439024390246,-6.951219512195123,-7.378048780487806,-10.5,-6.9,-39.75,2.33,5,"High Temp, Low Humidity"
25.2,62.9,-7.6640625,-1249.2421875,-7713.878906250001,-8.597560975609756,9.51219512195122,-33.29268292682927,-12.6,-6.45,-39.15,2.32,2,"Moderate Temp, Moderate Vibration"
25.2,63.1,-107.296875,-1406.35546875,-7713.878906250001,4.939024390243903,-32.25609756097561,22.25609756097561,-10.65,-4.8,-41.1,2.32,4,"Low Temp, High Humidity"
25.2,63.2,-145.6171875,-1356.5390625,-7667.894531250001,-2.6219512195121952,8.231707317073171,-15.243902439024392,-9.45,-5.85,-40.8,2.32,4,"Low Temp, High Humidity"
25.2,63.4,-80.47265625000001,-1260.73828125,-7254.035156250001,-22.500000000000004,4.146341463414634,2.5609756097560976,-10.05,-5.25,-45.6,2.32,4,"Low Temp, High Humidity"
25.2,63.5,-88.13671875000001,-1379.5312500000002,-7985.953125,-29.75609756097561,1.5853658536585369,-17.073170731707318,-6.6,1.7999999999999998,-44.7,2.32,4,"Low Temp, High Humidity"
25.2,63.8,-38.3203125,-1398.69140625,-7779.0234375,-11.219512195121952,-13.597560975609758,-14.878048780487806,-0.3,-1.7999999999999998,-45.3,2.32,4,"Low Temp, High Humidity"
25.3,64.2,-61.3125,-1329.71484375,-7560.59765625,-5.3048780487804885,-1.2804878048780488,-11.890243902439025,1.2,-4.5,-45.6,2.33,4,"Low Temp, High Humidity"
25.3,64.5,-114.9609375,-1429.34765625,-7679.390625000001,0.0,-3.4756097560975614,-14.817073170731708,0.3,-3.15,-43.65,2.31,4,"Low Temp, High Humidity"
25.3,64.9,3.83203125,-1322.05078125,-7637.238281250001,-26.28048780487805,3.048780487804878,-25.365853658536587,0.75,-4.8,-45.15,2.32,4,"Low Temp, High Humidity"
25.3,65.1,-76.640625,-1360.37109375,-7641.0703125,-4.207317073170732,-5.609756097560976,-37.987804878048784,0.6,-3.9,-45.75,2.32,4,"Low Temp, High Humidity"
25.3,65.2,-15.328125,-1345.0429687500002,-7675.55859375,4.695121951219512,10.975609756097562,13.231707317073171,0.6,-3.9,-45.0,2.32,4,"Low Temp, High Humidity"
25.3,65.2,-145.6171875,-1348.8750000000002,-7621.91015625,5.365853658536586,-3.780487804878049,13.353658536585368,0.6,-4.35,-43.65,2.32,4,"Low Temp, High Humidity"
25.3,65.4,-95.80078125,-1398.69140625,-7583.589843750001,-0.4878048780487805,16.70731707317073,-28.963414634146343,2.25,-4.5,-44.55,2.33,4,"Low Temp, High Humidity"
25.4,65.5,-26.82421875,-1433.1796875,-7740.703125,-4.329268292682928,7.682926829268293,-32.987804878048784,1.7999999999999998,-2.7,-45.6,2.32,4,"Low Temp, High Humidity"
25.4,65.5,-7.6640625,-1406.35546875,-7606.582031250001,-15.670731707317074,11.76829268292683,3.963414634146342,-1.05,-4.65,-45.3,2.32,4,"Low Temp, High Humidity"
25.4,65.6,-111.12890625,-1268.40234375,-7625.742187500001,11.097560975609756,-6.707317073170732,-4.024390243902439,-1.05,-1.35,-43.35,2.32,11,
25.4,65.6,-80.47265625000001,-1421.68359375,-7671.726562500001,-20.30487804878049,8.597560975609756,-35.1219512195122,-1.2,-2.7,-44.85,2.33,4,"Low Temp, High Humidity"
25.4,65.7,-80.47265625000001,-1356.5390625,-7844.16796875,29.02439024390244,0.3658536585365854,-4.329268292682928,-1.7999999999999998,-3.0,-44.85,2.32,11,
25.4,65.7,22.9921875,-1406.35546875,-7756.031250000001,1.7682926829268295,8.048780487804878,-7.743902439024391,-2.1,-2.55,-45.75,2.32,4,"Low Temp, High Humidity"
25.4,65.8,65.14453125,-1352.70703125,-7744.535156250001,-1.0365853658536586,6.52439024390244,-10.609756097560975,-0.3,-1.35,-46.8,2.31,4,"Low Temp, High Humidity"
25.5,65.8,-3.83203125,-1440.8437500000002,-8204.378906250002,-1.829268292682927,5.121951219512195,-9.695121951219512,-1.35,-1.7999999999999998,-45.0,2.32,4,"Low Temp, High Humidity"
25.5,65.8,-34.48828125,-1513.65234375,-7583.589843750001,-23.10975609756098,5.487804878048781,-22.134146341463417,-12.45,-6.75,-47.25,2.32,2,"Moderate Temp, Moderate Vibration"
25.5,65.7,11.49609375,-1314.3867187500002,-7514.61328125,-3.536585365853659,7.682926829268293,12.073170731707318,-9.15,-6.45,-41.85,2.32,4,"Low Temp, High Humidity"
25.5,65.8,-72.80859375,-1329.71484375,-7675.55859375,11.707317073170731,-23.963414634146343,-4.75609756097561,-9.45,-6.9,-41.55,2.32,4,"Low Temp, High Humidity"
25.5,65.7,-76.640625,-1291.39453125,-7572.093750000001,0.426829268292683,3.963414634146342,-18.53658536585366,-9.3,-7.05,-40.65,2.31,4,"Low Temp, High Humidity"
25.5,65.6,-68.9765625,-1429.34765625,-7848.0,-1.2804878048780488,0.7926829268292683,-8.536585365853659,-11.4,-6.75,-40.65,2.32,4,"Low Temp, High Humidity"
25.5,65.6,-68.9765625,-1402.5234375,-7690.886718750001,10.48780487804878,-7.25609756097561,26.82926829268293,-11.1,-7.35,-39.6,2.32,4,"Low Temp, High Humidity"
25.6,65.6,-91.96875,-1352.70703125,-7683.22265625,-12.256097560975611,12.865853658536588,-15.975609756097562,-11.1,-8.549999999999999,-40.65,2.32,5,"High Temp, Low Humidity"
25.6,65.6,-42.15234375000001,-1394.859375,-7564.429687500001,3.414634146341464,-8.170731707317074,2.804878048780488,-10.5,-7.199999999999999,-40.8,2.33,4,"Low Temp, High Humidity"
25.6,65.5,-84.30468750000001,-1375.69921875,-7748.3671875,-10.48780487804878,11.03658536585366,-21.402439024390247,-10.2,-5.85,-40.8,2.32,5,"High Temp, Low Humidity"
25.6,65.6,-65.14453125,-1371.8671875,-7652.56640625,34.57317073170732,-11.402439024390246,9.634146341463415,-9.9,-6.9,-40.5,2.32,4,"Low Temp, High Humidity"
25.6,65.5,-141.78515625,-1486.828125,-7966.792968750001,6.951219512195123,-10.182926829268292,5.3048780487804885,-16.349999999999998,-8.1,-40.65,2.33,4,"Low Temp, High Humidity"
25.6,65.5,-88.13671875000001,-1314.3867187500002,-7372.828125000001,-17.926829268292686,19.634146341463417,-8.048780487804878,-5.4,-12.6,-40.35,2.32,5,"High Temp, Low Humidity"
25.6,65.6,-137.953125,-1310.5546875,-7652.56640625,17.134146341463417,6.036585365853659,-0.853658536585366,-5.1,-13.2,-43.8,2.32,4,"Low Temp, High Humidity"
25.6,65.9,-107.296875,-1387.1953125,-7717.7109375,10.182926829268292,-27.25609756097561,23.29268292682927,-5.7,-12.15,-43.05,2.32,4,"Low Temp, High Humidity"
25.6,66.4,-122.625,-1295.2265625,-7729.20703125,16.03658536585366,8.475609756097562,10.24390243902439,-5.25,-13.05,-41.55,2.33,4,"Low Temp, High Humidity"
25.6,66.6,-107.296875,-1425.515625,-7487.789062500001,1.951219512195122,-5.060975609756098,0.5487804878048781,-6.15,-13.2,-43.05,2.32,4,"Low Temp, High Humidity"
25.6,66.9,-49.81640625,-1444.6757812500002,-7633.40625,-8.048780487804878,38.84146341463415,-10.24390243902439,-5.25,-12.75,-43.65,2.32,2,"Moderate Temp, Moderate Vibration"
25.7,67.1,-72.80859375,-1425.515625,-7637.238281250001,-6.036585365853659,-2.6219512195121952,-18.04878048780488,-3.75,-12.3,-42.6,2.31,5,"High Temp, Low Humidity"
25.7,67.1,-88.13671875000001,-1295.2265625,-7349.835937500001,-6.951219512195123,9.329268292682928,-17.5609756097561,-5.1,-12.9,-44.1,2.32,5,"High Temp, Low Humidity"
25.7,67.4,-45.984375,-1325.8828125,-7587.421875,8.719512195121952,-8.902439024390244,-10.975609756097562,-6.3,-11.25,-40.8,2.32,4,"Low Temp, High Humidity"
25.7,67.6,-176.27343750000003,-1490.66015625,-7809.679687500001,-17.621951219512198,23.17073170731708,-22.500000000000004,-10.2,-9.0,-42.3,2.32,2,"Moderate Temp, Moderate Vibration"
25.7,67.4,-84.30468750000001,-1452.33984375,-7606.582031250001,-7.682926829268293,11.341463414634148,6.341463414634147,-9.15,-3.15,-41.55,2.32,4,"Low Temp, High Humidity"
25.7,67.2,-30.65625,-1425.515625,-7886.3203125,1.4634146341463417,15.000000000000002,-17.195121951219512,2.25,-4.2,-44.85,2.32,4,"Low Temp, High Humidity"
25.7,67.0,-183.9375,-1368.03515625,-7667.894531250001,-7.500000000000001,15.0609756097561,1.707317073170732,2.55,-3.0,-44.85,2.32,13,
25.7,66.8,-42.15234375000001,-1433.1796875,-7595.085937500001,-17.5,13.963414634146345,-19.75609756097561,2.1,-3.9,-45.3,2.32,4,"Low Temp, High Humidity"
25.8,66.5,-164.77734375000003,-1437.01171875,-7644.90234375,11.646341463414634,-19.57317073170732,-2.987804878048781,0.0,-3.6,-43.95,2.31,13,
25.8,66.3,-88.13671875000001,-1387.1953125,-7667.894531250001,2.1341463414634148,-5.670731707317073,-30.975609756097565,-1.05,-2.85,-42.9,2.32,4,"Low Temp, High Humidity"
25.8,66.2,-126.45703125,-1402.5234375,-7775.191406250001,22.5609756097561,-23.963414634146343,15.243902439024392,-1.7999999999999998,-3.75,-44.1,2.32,11,
25.8,66.0,-65.14453125,-1460.00390625,-7687.0546875,-15.0609756097561,26.15853658536585,-25.42682926829269,0.0,-2.85,-45.0,2.31,4,"Low Temp, High Humidity"
25.8,65.9,-49.81640625,-1325.8828125,-7675.55859375,-11.341463414634148,20.67073170731708,-23.10975609756098,0.0,-0.6,-46.05,2.32,4,"Low Temp, High Humidity"
25.8,65.8,-30.65625,-1444.6757812500002,-8028.10546875,-2.926829268292684,-40.487804878048784,2.073170731707317,-1.05,-1.05,-45.3,2.32,13,
25.8,65.7,-111.12890625,-1318.2187500000002,-7618.078125000001,8.902439024390244,-2.1951219512195124,7.621951219512196,-10.65,-2.7,-41.1,2.33,4,"Low Temp, High Humidity"
25.8,65.7,-84.30468750000001,-1498.32421875,-7491.62109375,1.829268292682927,-34.207317073170735,-3.5975609756097566,-9.6,-8.549999999999999,-39.6,2.32,4,"Low Temp, High Humidity"
25.8,65.7,-61.3125,-1299.05859375,-7422.64453125,-13.963414634146345,14.695121951219514,-1.2804878048780488,-6.6,-13.05,-41.25,2.33,5,"High Temp, Low Humidity"
25.8,65.8,19.16015625,-1402.5234375,-7579.7578125,29.32926829268293,19.26829268292683,-7.500000000000001,-2.4,-13.5,-43.35,2.31,4,"Low Temp, High Humidity"
25.8,65.9,-34.48828125,-1345.0429687500002,-7771.359375,-9.51219512195122,-13.109756097560975,-14.756097560975611,-3.45,-15.3,-43.95,2.33,5,"High Temp, Low Humidity"
25.9,66.1,-42.15234375000001,-1333.546875,-7736.87109375,-12.682926829268292,15.365853658536588,5.487804878048781,-3.3,-14.7,-42.75,2.33,4,"Low Temp, High Humidity"
25.8,66.3,-107.296875,-1371.8671875,-7660.230468750001,15.243902439024392,15.426829268292684,11.951219512195124,-4.05,-13.65,-40.35,2.32,4,"Low Temp, High Humidity"
25.9,66.4,-103.46484375,-1548.140625,-7679.390625000001,-14.085365853658535,-5.0,-4.817073170731708,-5.25,-13.5,-41.25,2.32,5,"High Temp, Low Humidity"
25.9,66.6,-76.640625,-1375.69921875,-7591.25390625,12.500000000000002,0.9146341463414634,12.378048780487806,-5.55,-12.75,-42.3,2.32,4,"Low Temp, High Humidity"
25.9,66.8,-130.2890625,-1444.6757812500002,-7710.046875,7.134146341463415,-18.78048780487805,6.707317073170732,-4.95,-12.0,-43.35,2.32,4,"Low Temp, High Humidity"
25.9,66.9,-84.30468750000001,-1440.8437500000002,-7503.1171875,11.585365853658535,-8.475609756097562,8.78048780487805,-6.15,-10.65,-39.0,2.32,4,"Low Temp, High Humidity"
25.9,67.0,26.82421875,-1502.15625,-7932.3046875,-25.365853658536587,11.219512195121952,-19.20731707317073,-14.55,-9.6,-40.65,2.31,2,"Moderate Temp, Moderate Vibration"
25.9,66.9,-34.48828125,-1414.0195312500002,-7698.55078125,11.890243902439025,11.829268292682928,26.951219512195124,-10.35,-7.05,-41.4,2.31,4,"Low Temp, High Humidity"
25.9,66.7,-57.48046875,-1456.171875,-7575.925781250001,7.134146341463415,-12.926829268292684,8.048780487804878,-10.35,-6.0,-41.4,2.32,4,"Low Temp, High Humidity"
25.9,66.7,-76.640625,-1375.69921875,-7610.4140625,4.2682926829268295,-28.65853658536585,11.402439024390246,-11.85,-8.1,-41.1,2.32,4,"Low Temp, High Humidity"
25.9,66.4,-95.80078125,-1383.3632812500002,-7602.75,-10.0,-0.6707317073170732,-11.097560975609756,-10.35,-7.8,-39.0,2.32,4,"Low Temp, High Humidity"
25.9,66.4,-160.94531250000003,-1394.859375,-7572.093750000001,-3.719512195121952,-1.8902439024390243,18.10975609756098,-12.15,-7.35,-40.65,2.32,4,"Low Temp, High Humidity"
26.0,66.4,-203.09765625000003,-1505.9882812500002,-7652.56640625,-5.609756097560976,-0.6707317073170732,-21.463414634146343,-11.85,-7.8,-40.65,2.31,5,"High Temp, Low Humidity"
25.9,66.4,-49.81640625,-1452.33984375,-7575.925781250001,-2.5,9.390243902439025,-7.195121951219513,-9.9,-7.949999999999999,-39.45,2.32,4,"Low Temp, High Humidity"
26.0,66.3,-153.28125,-1433.1796875,-7706.21484375,-13.902439024390246,23.414634146341463,-17.98780487804878,-7.199999999999999,-10.05,-40.65,2.31,5,"High Temp, Low Humidity"
25.9,66.2,-118.79296875,-1348.8750000000002,-7591.25390625,-9.451219512195122,27.865853658536587,-26.34146341463415,-9.0,-7.8,-43.05,2.33,5,"High Temp, Low Humidity"
26.0,66.3,-122.625,-1341.2109375,-7204.21875,-12.865853658536588,22.92682926829269,-30.365853658536587,-7.5,-7.05,-41.4,2.32,5,"High Temp, Low Humidity"
25.9,66.1,-157.11328125,-1368.03515625,-7621.91015625,12.682926829268292,-12.134146341463415,-16.28048780487805,-9.15,-5.4,-42.6,2.31,4,"Low Temp, High Humidity"
26.0,66.1,-145.6171875,-1433.1796875,-7729.20703125,1.8902439024390243,0.7926829268292683,-15.487804878048784,-9.15,-6.9,-42.9,2.32,4,"Low Temp, High Humidity"
26.0,66.1,-122.625,-1482.99609375,-7648.734375000001,-17.378048780487806,23.414634146341463,-7.560975609756098,-9.15,-7.949999999999999,-42.9,2.32,5,"High Temp, Low Humidity"
26.0,66.0,-118.79296875,-1463.8359375,-7652.56640625,-8.536585365853659,16.158536585365855,-47.43902439024391,-10.05,-7.05,-43.8,2.32,5,"High Temp, Low Humidity"
26.0,65.9,-57.48046875,-1391.02734375,-7579.7578125,-9.207317073170731,1.2804878048780488,-4.085365853658537,-9.15,-6.15,-42.9,2.31,4,"Low Temp, High Humidity"
26.0,65.9,-107.296875,-1479.1640625000002,-7664.0625,19.939024390243905,12.621951219512196,8.963414634146343,-9.45,-6.15,-43.65,2.31,4,"Low Temp, High Humidity"
26.0,65.8,-95.80078125,-1456.171875,-7606.582031250001,-0.3658536585365854,3.536585365853659,7.865853658536586,-9.6,-7.35,-42.45,2.32,4,"Low Temp, High Humidity"
26.0,65.8,-88.13671875000001,-1448.5078125,-7671.726562500001,13.963414634146345,-9.085365853658535,-4.817073170731708,-10.65,-7.05,-43.5,2.32,4,"Low Temp, High Humidity"
26.0,65.8,-88.13671875000001,-1421.68359375,-7690.886718750001,23.47560975609756,-11.28048780487805,16.219512195121954,-8.7,-5.4,-42.9,2.32,11,
26.0,65.8,-80.47265625000001,-1460.00390625,-7698.55078125,4.75609756097561,3.780487804878049,21.64634146341464,-9.45,-6.45,-43.35,2.32,4,"Low Temp, High Humidity"
26.0,65.8,-126.45703125,-1433.1796875,-7556.765625,-16.52439024390244,6.402439024390245,-40.304878048780495,-10.95,-6.45,-43.65,2.32,5,"High Temp, Low Humidity"
26.0,65.8,-76.640625,-1486.828125,-7725.375000000001,1.707317073170732,-23.414634146341463,12.378048780487806,-9.0,-5.55,-41.7,2.32,4,"Low Temp, High Humidity"
26.0,65.8,42.15234375000001,-1448.5078125,-7725.375000000001,-9.573170731707318,20.54878048780488,-15.79268292682927,-10.2,-6.15,-40.2,2.32,4,"Low Temp, High Humidity"
26.0,65.8,-49.81640625,-1414.0195312500002,-7583.589843750001,-1.7682926829268295,-18.53658536585366,3.292682926829269,-8.25,-6.3,-41.4,2.32,4,"Low Temp, High Humidity"
26.0,65.8,-137.953125,-1383.3632812500002,-7526.109375,15.79268292682927,-9.207317073170731,21.28048780487805,-9.0,-6.3,-41.1,2.32,11,
26.0,65.8,-68.9765625,-1356.5390625,-7717.7109375,9.085365853658535,-6.463414634146342,-12.926829268292684,-9.6,-6.75,-40.35,2.32,4,"Low Temp, High Humidity"
26.0,65.8,-19.16015625,-1440.8437500000002,-7606.582031250001,2.073170731707317,-19.14634146341464,-11.219512195121952,-11.4,-6.3,-40.05,2.32,4,"Low Temp, High Humidity"
